img_path,easyocr_ocr,tesseract_ocr,doctr_ocr
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634519\2\edeka_2634519_2_32416.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634519\2\edeka_2634519_2_32420.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634519\6\edeka_2634519_6_32466.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634519\6\edeka_2634519_6_32472.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\3\edeka_2634278_3_32057.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\3\edeka_2634278_3_32058.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\3\edeka_2634278_3_32059.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\3\edeka_2634278_3_32060.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32061.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32063.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32065.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32067.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32068.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32069.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\4\edeka_2634278_4_32070.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32072.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32076.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32078.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32079.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32080.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32082.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\5\edeka_2634278_5_32083.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\9\edeka_2634278_9_32106.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.2), np.float64(0.0))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\9\edeka_2634278_9_32109.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\9\edeka_2634278_9_32110.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\10\edeka_2634278_10_31904.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\10\edeka_2634278_10_31907.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\26\edeka_2634278_26_32037.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\24\edeka_2634278_24_32014.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\24\edeka_2634278_24_32018.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\edeka\2634278\24\edeka_2634278_24_32019.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\getraenkeland\2440650\2\getraenkeland_2440650_2_297.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\getraenkeland\2440650\2\getraenkeland_2440650_2_299.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\getraenkeland\2440650\5\getraenkeland_2440650_5_314.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\getraenkeland\2627221\5\getraenkeland_2627221_5_31258.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2461970\18\globus_2461970_18_3784.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2461970\18\globus_2461970_18_3787.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2461970\18\globus_2461970_18_3790.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6833.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6835.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6838.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6840.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6841.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6842.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6844.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6845.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6846.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6847.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\6\globus_2492207_6_6848.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\7\globus_2492207_7_6851.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\7\globus_2492207_7_6853.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\7\globus_2492207_7_6854.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2492207\7\globus_2492207_7_6855.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\globus\2634313\18\globus_2634313_18_32120.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\1\hit_2452350_1_2441.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\1\hit_2452350_1_2443.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\1\hit_2452350_1_2450.png,"(np.float64(0.0), np.float64(1.0))","(np.float64(0.0), np.float64(1.0))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\2\hit_2452350_2_2453.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\2\hit_2452350_2_2457.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\2\hit_2452350_2_2456.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\3\hit_2452350_3_2470.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\3\hit_2452350_3_2471.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2452350\3\hit_2452350_3_2479.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2466398\1\hit_2466398_1_5101.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2466398\1\hit_2466398_1_5115.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2466398\2\hit_2466398_2_5132.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\4\hit_2639592_4_33852.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\4\hit_2639592_4_33857.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\4\hit_2639592_4_33859.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\4\hit_2639592_4_33861.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\4\hit_2639592_4_33862.png,"(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.2))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\19\hit_2639592_19_33810.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\18\hit_2639592_18_33789.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\18\hit_2639592_18_33794.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\13\hit_2639592_13_33703.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2639592\10\hit_2639592_10_33663.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2577235\1\hit_2577235_1_23899.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2577235\1\hit_2577235_1_23896.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\hit\2563724\9\hit_2563724_9_20555.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\42\kaufland_2638415_42_33111.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2443964\5\kaufland_2443964_5_1251.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\4\kaufland_2638415_4_33090.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\5\kaufland_2638415_5_33123.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\7\kaufland_2638415_7_33137.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\8\kaufland_2638415_8_33141.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\8\kaufland_2638415_8_33144.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\8\kaufland_2638415_8_33146.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\9\kaufland_2638415_9_33148.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.0))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\9\kaufland_2638415_9_33151.png,"(np.float64(0.0), np.float64(1.0))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\10\kaufland_2638415_10_32814.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\10\kaufland_2638415_10_32819.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\11\kaufland_2638415_11_32822.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\13\kaufland_2638415_13_32829.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\14\kaufland_2638415_14_32835.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\14\kaufland_2638415_14_32838.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\15\kaufland_2638415_15_32841.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\15\kaufland_2638415_15_32843.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\15\kaufland_2638415_15_32847.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\15\kaufland_2638415_15_32849.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\15\kaufland_2638415_15_32850.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\16\kaufland_2638415_16_32851.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\16\kaufland_2638415_16_32855.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\16\kaufland_2638415_16_32856.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\16\kaufland_2638415_16_32859.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\16\kaufland_2638415_16_32860.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\16\kaufland_2638415_16_32862.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\17\kaufland_2638415_17_32863.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\17\kaufland_2638415_17_32865.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\17\kaufland_2638415_17_32868.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\24\kaufland_2638415_24_32927.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.8))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\kaufland\2638415\24\kaufland_2638415_24_32932.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\2\lidl_2638436_2_33224.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\2\lidl_2638436_2_33225.png,"(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.4))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\2\lidl_2638436_2_33226.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(0.6))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\6\lidl_2638436_6_33398.png,"(np.float64(0.0), np.float64(0.8))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(1.0))"
D:\OneDrives\OneDrive\Gabrilyi\leaflet_project\deals\lidl\2638436\6\lidl_2638436_6_33402.png,"(np.float64(0.0), np.float64(0.6))","(np.float64(0.0), np.float64(0.2))","(np.float64(0.0), np.float64(1.0))"
